Number One,Number Two,Their GCD,Time Spent (Milliseconds)
136708,396245,1,0.580209
974436,801975,3,3.91166
647345,804623,1,2.77554
162818,543508,2,0.698312
310445,902635,5,1.31532
154537,657621,1,0.694511
833969,792138,1,3.37045
376818,162424,2,0.67651
170436,781416,12,0.720212
63374,579547,1,0.264404
195627,539122,1,0.852614
47810,133417,1,0.199803
765921,485034,3,2.07313
496708,720501,1,2.24054
466208,549240,8,1.97073
838318,497247,1,2.13553
595281,46755,3,0.194703
369151,616879,1,1.56083
155717,237721,1,0.66361
779522,117811,1,0.507408
935823,535549,7,2.31914
470412,612434,2,3.25975
248190,700717,1,1.19272
319441,469771,1,1.35552
37302,650734,2,0.174303
83426,120550,2,0.347805
903982,861981,1,3.68246
532894,997167,1,2.29014
758908,11698,2,0.0492
772833,640010,1,2.77465
138988,641370,2,0.60381
237161,708176,1,1.04262
859628,535967,1,2.31804
157684,648841,1,1.08962
961354,554688,2,3.53016
570016,8806,2,0.037301
222335,720740,5,0.938015
493347,480731,1,2.05663
304931,732797,1,1.33932
282341,251737,1,1.04782
44544,123386,2,0.186603
773884,130219,1,0.574409
88396,803399,1,0.368806
470560,709829,1,1.99423
817314,629512,2,2.66444
547830,771087,3,2.47154
746343,75553,1,0.365306
762575,273271,1,1.15542
863976,364173,3,1.60803
776272,402672,16,1.71063
47908,324919,7,0.200103
16420,738058,2,0.068702
152325,771592,1,0.63441
175615,879838,1,0.748812
670067,46950,1,0.195703
422987,343659,1,1.43022
554012,700074,2,2.35934
250798,364460,2,1.04472
550218,356536,2,1.51692
889855,9859,1,0.0415
133825,69700,25,0.292605
165918,588850,2,0.903215
945923,774008,1,3.27335
672565,719537,1,2.84185
690567,932958,3,2.91105
506791,1082,1,0.0046
754827,43451,1,0.180903
581937,551310,3,2.31894
285077,293827,1,1.20182
277610,449687,1,1.16612
602472,42308,4,0.204603
56097,64516,1,0.233804
631723,153846,1,1.07322
380365,250588,1,1.04362
961596,997465,1,4.31397
59420,323517,1,0.247704
523880,846647,1,2.27554
40358,795561,1,0.168202
227513,21971,1,0.091802
819131,238330,1,1.05862
578454,714655,1,2.47974
657858,6832,2,0.028701
731305,41342,1,0.184403
448653,518002,1,1.89373
426596,299210,2,1.47902
538232,391092,4,2.59874
584933,670766,1,3.98596
910001,597270,1,4.06236
830524,165376,4,1.13062
798602,41728,2,0.295104
139674,347422,2,0.666011
847775,722265,5,3.31285
486368,763115,1,2.28964
384853,46264,1,0.212103
527709,866274,3,2.24004
135226,719907,1,0.59151
429970,557865,5,1.83703
407048,430449,1,1.74533
516652,686362,2,2.24224
676258,679310,2,2.85395
987105,644607,3,2.99785
841811,510835,1,2.28364
815027,569649,1,2.43924
301760,707215,5,1.27272
869725,689274,1,2.90625
818855,579804,1,2.43634
655129,54691,1,0.242804
159521,232077,1,0.711512
640467,694755,9,2.77924
180159,927254,1,0.767313
914782,647471,11,2.82344
271727,683513,1,1.14892
342424,882975,1,1.47392
746139,203567,1,0.875714
217055,370412,1,0.903414
171986,133684,2,0.58231
632066,174301,1,0.742412
873668,706948,4,2.98945
189630,912776,2,0.819413
989787,422381,1,1.92543
989146,317399,1,1.37182
554879,234390,13,0.991916
300573,615161,1,1.28672
262438,722904,2,1.18552
332648,944341,1,1.40482
12566,304865,1,0.052601
730456,689505,1,2.91065
718884,418479,3,1.75803
504974,941063,1,2.18564
217635,875056,1,1.07832
465004,276880,4,1.27202
398505,851475,15,1.70023
530507,437910,1,1.85103
447457,380950,1,1.63083
603887,133471,1,0.56831
90621,55442,1,0.249604
663166,480406,2,2.06173
888330,920460,30,3.76206
155474,302252,2,0.67371
219238,541767,1,0.918615
639843,305642,1,1.38412
220672,59404,4,0.258604
602643,985926,3,2.57144
56770,799412,2,0.236704
878259,518605,1,2.21204
545259,297645,3,1.28892
446085,751219,1,1.88873
155253,719295,3,0.685911
122423,741920,1,0.523509
214000,559601,1,0.905214
820270,913898,2,3.53096
815148,645329,1,2.83345
845211,630944,1,2.67094
113056,922538,2,0.470908
194246,170216,2,0.723311
987441,33573,3,0.140003
202065,101690,5,0.423606
863554,121903,1,0.516909
276991,929166,1,1.16762
203166,205609,1,0.846213
487080,710797,1,2.07953
819001,767131,1,3.22665
448746,455933,1,1.92903
34951,364737,1,0.171703
315188,849371,1,1.32752
712415,935601,1,2.99635
779546,633114,2,2.66834
956709,114251,1,0.491208
895309,956033,1,3.80886
906786,650533,1,2.79794
857959,444115,1,1.89133
591976,10230,682,0.0436
31252,443566,2,0.130403
470914,280242,2,1.18162
821923,119409,1,0.497008
269401,475861,1,1.15292
911649,93063,3,0.402107
533285,611669,1,2.23334
956291,883414,7,3.72346
819029,842135,1,3.43845
731225,917455,55,3.13095
312718,61214,2,0.255104
692429,736681,1,2.92825
619865,589259,1,2.48074
477639,614365,1,2.02103
437376,568870,2,1.83573
171969,165220,1,0.696812
635269,301292,1,1.29982
594798,872307,3,2.56404
277415,524026,1,1.15462
620255,904101,1,2.62074
846289,792675,1,3.34395
290857,832176,1,1.23162
822067,694345,1,2.91975
117088,457053,1,0.487707
800726,461234,2,1.94913
545356,157492,4,0.767412
660374,708484,2,2.88845
978295,52054,1,0.216703
316114,84127,1,0.350305
400537,224388,1,0.949515
889306,415841,1,1.75513
125312,683444,4,0.522508
98277,153301,1,0.409407
975807,670623,3,2.86535
866628,539404,4,2.31744
593871,52494,3,0.218604
886359,918821,1,3.76736
321445,890823,1,1.37672
788190,479330,10,2.01383
654790,832979,1,2.79874
476312,703821,1,2.00613
618947,693925,1,2.59954
764735,734787,1,3.10355
769407,522195,3,2.28074
917697,211879,1,0.882614
831059,181527,1,0.789713
617781,924182,1,2.60864
989927,859460,1,3.61646
806951,286549,1,1.21162
423155,551507,1,1.81293
67166,993893,1,0.280004
193896,766126,2,0.822014
883389,201934,1,0.840513
649873,893034,1,2.78114
697958,231900,2,0.965816
140396,746987,1,0.61371
131319,161750,1,0.568009
175142,98007,1,0.408706
564896,524771,1,2.21084
32985,461997,9,0.137602
641541,135843,3,0.58221
897687,994016,1,3.78396
99738,556427,1,0.415506
485330,38532,2,0.160503
466464,484054,2,1.95693
371977,838428,1,1.57153
408979,844743,1,1.87003
541828,665820,4,2.30164
148783,136369,1,0.58781
468581,88543,1,0.393606
633317,40695,1,0.169403
440158,258295,1,1.07522
787411,94626,1,0.394006
543703,772652,1,2.38424
543556,764536,4,2.35034
932376,681275,1,2.89825
22197,819056,7,0.092801
271496,451028,4,1.15382
63217,278281,1,0.444807
786812,177348,4,0.753513
737039,471084,1,2.00113
965399,834755,1,3.55096
726876,722158,2,3.06185
780063,609173,1,2.57504
129944,183657,1,0.541209
144774,416550,6,0.60341
139243,629946,1,0.594109
537005,195024,1,0.812113
735715,169654,1,0.715312
817787,995963,1,3.62586
654775,78189,1,0.370006
371403,871009,1,1.62383
968230,731921,1,3.24885
438503,424561,1,1.81953
663828,450205,1,2.06143
393778,483597,1,1.67753
725170,658607,1,3.15375
465890,419106,2,1.76333
470319,210724,1,0.929715
80744,952299,1,0.367606
521935,667587,1,2.28204
402962,585192,2,1.79193
587728,66798,2,0.278505
365550,667793,1,1.56032
433468,188046,2,0.783212
756884,318151,1,1.36062
104277,811906,1,0.434107
575588,33659,1,0.140303
107228,913389,1,0.481207
949381,816264,1,3.63946
474419,898435,1,2.02713
483827,474810,1,2.02803
329597,100315,1,0.417506
687083,539901,1,2.37214
450000,784015,5,1.91833
959259,274386,21,1.15272
879554,106193,1,0.459208
103607,726989,1,0.442607
958412,843032,4,3.67666
609865,222075,5,0.930515
138764,339422,2,0.59501
626104,464047,1,1.95843
214268,411360,4,0.931715
74220,901233,3,0.309705
322309,182483,1,0.782113
128244,344411,1,0.543609
945235,909976,1,3.97986
18935,639200,5,0.079101
131977,272385,1,0.549409
92583,354201,3,0.392307
60168,573054,6,0.251304
311408,783862,2,1.33432
464530,753207,1,2.04053
865610,909007,1,3.69116
570914,186056,2,0.779912
750865,596908,1,2.60434
517410,620286,6,2.23594
230158,606163,1,0.998316
332466,910284,6,1.41682
249104,16786,2,0.084502
532673,98783,1,0.411206
734586,916856,2,3.25515
659963,539534,1,3.63466
155278,309057,1,0.64671
189179,814880,1,0.803313
803219,716479,1,3.10175
876455,583962,1,2.50874
9919,172314,1,0.0418
499626,144773,1,0.62481
124147,210464,1,0.532709
661902,498927,3,2.13413
489724,969797,1,2.83055
382783,357841,1,1.53303
398202,285144,6,1.21532
70362,851827,1,0.293205
243752,76381,1,0.318005
695625,722979,3,2.96115
166296,773953,1,0.708512
901397,72080,1,0.300204
573812,263920,4,1.09852
723097,371025,1,1.59373
987216,131397,3,0.564209
428832,695074,2,1.83483
58755,482657,1,0.266404
608459,984144,1,2.64834
402323,834319,1,1.73853
327279,107309,1,0.464307
485655,114469,1,0.486008
778244,570095,1,2.41404
35449,76976,1,0.153803
451875,626135,5,1.92603
249197,776369,1,1.06052
571490,465729,1,1.98303
701386,857621,1,2.98305
670625,911271,1,3.16515
680158,721831,1,2.94825
549927,102115,1,0.426107
291668,385372,52,1.25412
195232,718760,8,0.833713
653580,651988,4,2.76464
69903,12025,1,0.050301
903002,64920,2,0.270404
217347,977721,3,0.933515
81516,443337,3,0.363406
112899,345880,1,0.470008
787640,842503,1,3.52756
354049,513134,1,1.48752
445865,735303,1,1.90833
528297,750987,3,2.24794
864167,234075,1,0.998816
280807,550276,1,1.19232
704570,169122,2,0.729712
779221,950896,1,3.30895
871199,76315,1,0.334806
716523,155591,1,0.66031
878227,968127,1,3.87516
554108,522918,2,2.29304
373995,270673,1,1.15022
268639,900358,1,1.13002
682739,797467,1,2.94665
143877,399887,1,0.61071
983093,441371,17,1.87163
86669,311859,1,0.383606
860282,232153,1,0.989016
252776,422199,19,1.07262
62219,715109,1,0.259004
509073,666123,3,2.24054
988004,725013,1,3.09385
123523,261810,1,0.529908
778088,400740,4,1.71973
483009,706810,1,2.05613
339960,382284,12,1.43962
400681,990169,1,1.70593
833559,135156,3,0.568909
141080,956795,5,0.60701
823246,943370,2,4.04157
60845,765752,1,0.276105
518549,235862,1,1.54812
343903,587695,1,2.17633
728331,893472,3,3.10565
620159,193598,1,0.872614
615519,141934,1,0.60541
383205,136748,1,0.569509
151863,18067,1,0.075402
294011,460966,1,1.25632
589133,294069,1,1.28092
43095,136826,1,0.183603
460809,92321,1,0.392306
974726,869162,2,3.79516
479071,912585,1,2.10593
370425,355127,1,1.54002
439161,846682,1,1.85753
940935,337368,3,1.46382
597618,811632,6,2.54124
999783,452518,1,1.96213
907939,596176,1,2.87085
660622,274884,2,1.32822
797942,886596,2,4.05797
745813,797798,1,3.24905
996415,694495,5,3.01385
859296,811608,24,3.64586
472099,108749,1,0.485708
293591,988879,1,1.26912
254730,209003,1,0.892214
559261,360339,1,1.54282
237294,790747,1,1.13112
248411,205530,1,0.918115
281254,623665,1,1.18132
282955,958766,1,1.21062
557577,226515,3,0.978016
434221,846551,1,1.84823
513667,826681,1,2.17864
369972,42451,1,0.177502
846651,864662,1,3.94616
92119,80673,1,0.335906
166952,219497,1,0.714111
140055,251133,3,0.61221
214224,194401,1,0.838714
819967,39526,1,0.172403
856429,611657,1,2.60994
440149,275979,1,1.17232
810567,724902,3,3.09395
358985,818784,1,1.52172
794488,77094,2,0.321105
708338,824649,1,4.59907
180138,480549,3,0.750313
751463,461504,1,1.94823
204498,653978,2,0.852114
354883,412051,1,1.52042
505079,703632,1,2.12443
261396,400697,1,1.13132
870161,947947,1,3.85286
70809,174646,1,0.436507
359777,512216,1,1.62793
74117,633173,1,0.334806
834096,331769,1,1.40552
615411,40127,1,0.184803
35111,10070,1,0.042
792607,979760,1,3.31375
373142,123153,1,0.564009
921897,204820,1,0.863814
987118,431007,1,1.83353
473380,876812,4,2.00303
391279,130151,7,0.542308
477612,943214,2,2.05203
463537,630545,1,2.01003
152743,776432,1,0.650611
815307,221913,3,0.923614
233230,571841,1,1.00242
568299,315988,1,1.33012
548712,879671,1,2.31154
57354,210182,2,0.239404
935910,406215,45,1.71793
430426,117493,1,0.547609
334639,921825,1,1.42282
370881,224239,1,0.989116
621348,729863,1,2.63374
257317,807311,1,1.10052
194157,929935,1,0.808813
922561,830204,1,3.51286
634082,455862,2,1.91143
665920,700310,10,2.81065
636956,979369,1,2.69924
610743,161374,1,0.689211
324901,941337,1,1.47672
451203,258144,3,1.19972
397155,821656,11,1.70613
17839,576302,1,0.074301
961849,603657,1,2.60094
416284,287252,4,1.21362
654259,861983,1,2.77164
392704,244434,2,1.08722
87251,788203,1,0.402506
982857,221995,1,0.996116
594859,152478,1,0.661011
224722,804582,2,1.03132
86809,553467,1,0.364606
958818,18882,6,0.087201
10566,153963,9,0.044301
473408,291543,1,1.31572
934346,512810,2,2.18153
585480,122624,8,0.543309
585750,889476,6,2.50944
371327,295350,11,1.31222
660015,470250,45,1.98593
634823,671669,23,2.71844
15882,369235,1,0.089501
875754,937753,1,5.39729
180412,235392,4,0.751612
162544,556659,1,0.730412
455206,906323,1,1.91083
543609,634994,1,2.29894
407127,84561,3,0.352106
981192,848064,24,3.64006
930585,262959,3,1.09442
354284,566661,1,1.50052
93960,755067,3,0.393307
255054,780363,3,1.10222
333696,497700,948,1.51493
949180,781710,10,3.28685
986271,108266,1,0.475908
737354,971415,1,3.11395
617688,931488,24,2.58654
574654,253989,1,1.09112
996339,443248,1,1.85893
704982,220327,1,0.917015
961996,610316,28,2.61254
862606,73057,1,0.315105
594779,933319,1,2.50634
855270,200039,17,0.835113
444746,654503,1,1.86573
942326,739681,1,3.18775
505534,11862,2,0.0495
594691,129532,47,0.539209
820574,454573,1,1.92783
29193,729185,1,0.121702
958539,536569,1,2.29104
629026,466340,2,2.07293
51200,11905,5,0.0505
927241,198174,1,0.846114
603915,835264,1,2.55764
659180,509772,92,2.13633
839424,116010,6,0.492508
483230,589788,2,2.04783
143887,36730,1,0.160002
891069,330823,1,1.37682
26571,499814,1,0.110901
912068,623934,2,2.64384
326270,845262,2,1.43952
996623,815243,1,3.46896
257412,497377,1,1.11522
628644,639900,12,2.65184
936026,807976,26,3.48406
578937,374595,3,1.60483
131761,442949,1,0.548509
421129,684859,1,1.80203
580732,314310,2,1.41022
354877,5669,1,0.0237
885194,901878,2,3.80516
984308,643600,4,2.74034
388996,636123,1,1.66863
809260,877370,10,3.42176
272175,780253,1,1.15612
118783,564931,1,0.508008
61493,633662,1,0.256004
715101,787295,1,3.13425
619529,62372,1,0.259704
804429,34915,1,0.145402
291709,223405,1,0.943815
892786,131181,1,0.555809
942303,932598,3,3.95916
217541,125847,1,0.572909
135051,707217,21,0.58621
775553,361344,1,1.53992
190988,771709,1,0.795513
477664,52565,1,0.220003
188816,126024,8,0.562009
